,b,tau_a,dom_frequ,down_duration,up_duration
0,0.35,2700,1.2916666666666667,0.34500838709677417,0.42918516129032264
0,0.39999999999999997,2700,1.3916666666666666,0.32714431137724553,0.39141856287425153
0,0.44999999999999996,2700,0.0,0.0,0.0
0,0.49999999999999994,2700,0.0,0.0,0.0
0,0.5499999999999999,2700,0.0,0.0,0.0
0,0.6,2700,0.0,0.0,0.0
0,0.0,3000,0.008333333333333333,0.0,120.0
0,0.049999999999999996,3000,0.4083333333333333,0.7763918367346939,1.6725877551020407
0,0.09999999999999999,3000,0.5833333333333334,0.5705271428571429,1.1437585714285714
0,0.15,3000,0.65,0.4633320512820513,1.0751294871794872
0,0.19999999999999998,3000,0.7666666666666666,0.4081456521739131,0.8962021739130435
0,0.24999999999999997,3000,0.875,0.3748571428571429,0.768
0,0.3,3000,0.975,0.35175384615384614,0.6738871794871796
0,0.35,3000,1.225,0.36340952380952385,0.45291700680272107
0,0.39999999999999997,3000,1.3166666666666667,0.3450949367088608,0.41439873417721523
0,0.44999999999999996,3000,0.0,0.0,0.0
0,0.49999999999999994,3000,0.0,0.0,0.0
0,0.5499999999999999,3000,0.0,0.0,0.0
0,0.6,3000,0.0,0.0,0.0
0,0.0,3300,0.008333333333333333,0.0,120.0
0,0.049999999999999996,3300,0.3833333333333333,0.8244369565217393,1.7842586956521742
0,0.09999999999999999,3300,0.5583333333333333,0.596313432835821,1.1947313432835822
0,0.15,3300,0.625,0.47861200000000004,1.121388
0,0.19999999999999998,3300,0.7333333333333333,0.42798977272727273,0.9356465909090911
0,0.24999999999999997,3300,0.8333333333333334,0.393115,0.8068850000000001
0,0.3,3300,0.9333333333333333,0.36809285714285717,0.7033357142857144
0,0.35,3300,1.025,0.3490414634146342,0.6265682926829269
0,0.39999999999999997,3300,1.2583333333333333,0.3639185430463576,0.43078344370860927
0,0.44999999999999996,3300,0.0,0.0,0.0
0,0.49999999999999994,3300,0.0,0.0,0.0
0,0.5499999999999999,3300,0.0,0.0,0.0
0,0.6,3300,0.0,0.0,0.0
